timestamp,Solar Power
131.0,1061.497783913958
132.0,1182.5703479071685
133.0,1296.64437848858
134.0,1396.9455794131877
135.0,1499.5786418893533
136.0,1548.329266446626
137.0,1683.497361611843
138.0,1552.4441276363511
139.0,1859.5952168225094
140.0,1770.0041938812867
141.0,1924.6443841621167
142.0,1222.3089199090969
143.0,1730.5565275162924
144.0,1544.9654522563637
145.0,1664.1466801858853
146.0,2000.0
147.0,1235.7553299679892
148.0,1929.259387940049
149.0,1292.7358052201755
150.0,1358.7458975852576
151.0,1700.807984749866
152.0,1943.623260138744
153.0,1309.6818025151565
154.0,544.3244082900707
155.0,1135.0411685487186
156.0,718.5629794723833
157.0,712.56767985771
158.0,670.7663565703401
159.0,1274.128221947963
160.0,1192.4649897663337
161.0,808.1542588147826
162.0,998.5252143059155
163.0,847.0889617070743
164.0,940.4893243001455
165.0,668.0408940191415
166.0,159.81751786964162
167.0,102.18497273070261
168.0,79.49291371153006
169.0,58.35692482286058
170.0,15.412910287650073
171.0,0.0
172.0,0.0
173.0,0.0
174.0,0.0
175.0,0.0
176.0,0.0
177.0,0.0
178.0,0.0
179.0,0.0
180.0,0.0
181.0,0.0
182.0,0.0
183.0,0.0
184.0,0.0
185.0,0.0
186.0,0.0
187.0,0.0
188.0,0.0
189.0,0.0
190.0,0.0
191.0,0.0
192.0,0.0
193.0,0.0
194.0,0.0
195.0,0.0
196.0,0.0
197.0,0.0
198.0,0.0
199.0,0.0
200.0,0.0
201.0,0.0
202.0,0.0
203.0,0.0
204.0,0.0
205.0,0.0
206.0,0.0
207.0,0.0
208.0,0.0
209.0,0.0
210.0,0.0
211.0,0.0
212.0,0.0
213.0,0.0
214.0,0.0
215.0,0.0
216.0,0.0
217.0,7.452983352965188
218.0,49.32300871594317
219.0,102.15636572482917
220.0,166.20496159068443
221.0,302.44969157967074
222.0,492.27538625868704
223.0,492.13507719524597
224.0,660.4361864609712
225.0,649.9425906145715
226.0,549.830318387505
227.0,745.9428332918683
228.0,832.546237694894
229.0,927.339497775765
230.0,1248.0226281994376
231.0,1235.6827946340234
232.0,1263.3802303462396
233.0,1303.91831814107
234.0,1192.9042555333185
235.0,1627.479157685043
236.0,1755.2257015977748
237.0,1400.48778625585
238.0,1330.3281310110751
239.0,1350.9752853826608
240.0,885.5360068792115
241.0,1038.9111766062385
242.0,993.8740858277404
243.0,971.2231580777894
244.0,1099.86997693239
245.0,1223.5470583322567
246.0,1521.690110224903
247.0,1443.0437532265817
248.0,1653.2512134030956
249.0,2000.0
250.0,1703.4259382260418
251.0,1216.026791530345
252.0,990.0356839381309
253.0,1322.3182804053272
254.0,1529.6412906880482
255.0,1019.9966645356332
256.0,904.5746000993919
257.0,894.1236961749593
258.0,635.8319167171479
259.0,441.11924697347524
260.0,337.69560570285137
261.0,271.02420381031
262.0,255.8935428692612
263.0,156.81399036073256
264.0,88.83312033166452
265.0,60.12081559987187
266.0,38.46915309852883
267.0,9.723768382125405
268.0,0.0
269.0,0.0
270.0,0.0
271.0,0.0
272.0,0.0
273.0,0.0
274.0,0.0
275.0,0.0
276.0,0.0
277.0,0.0
278.0,0.0
279.0,0.0
280.0,0.0
281.0,0.0
282.0,0.0
283.0,0.0
284.0,0.0
285.0,0.0
286.0,0.0
287.0,0.0
288.0,0.0
289.0,0.0
290.0,0.0
291.0,0.0
292.0,0.0
293.0,0.0
294.0,0.0
295.0,0.0
296.0,0.0
297.0,0.0
298.0,0.0
299.0,0.0
300.0,0.0
301.0,0.0
302.0,0.0
303.0,0.0
304.0,0.0
305.0,0.0
306.0,0.0
307.0,0.0
308.0,0.0
309.0,0.0
310.0,0.0
311.0,0.0
312.0,0.0
313.0,16.75185096455642
314.0,74.10119160018986
315.0,138.76999438463986
316.0,181.9696835151153
317.0,254.6670200947449
318.0,317.51627292652284
319.0,403.9854900727753
320.0,642.0096238758603
321.0,679.7300987554939
322.0,546.2008248383592
323.0,897.024903643589
324.0,1190.5557265515786
325.0,1115.2250768332394
326.0,1534.50490841006
327.0,1841.3802726438348
328.0,1875.8505465854016
329.0,2000.0
330.0,1776.180667791783
331.0,1889.977719540185
332.0,1885.3499254893343
333.0,1956.0107175099645
334.0,1842.2299568970318
335.0,1685.7329042701963
336.0,1702.9015185243143
337.0,1680.4839046260952
338.0,1449.5653097162199
339.0,1933.1683283793136
340.0,1265.5917977238098
341.0,1594.4070138183806
342.0,1461.498010658714
343.0,1329.2956755249204
344.0,1642.02190904124
345.0,1635.8573924680252
346.0,1726.6085477327315
347.0,1821.84594986785
348.0,1583.805524734869
349.0,1632.28666262394
350.0,1531.4096704716717
351.0,1134.0484585525774
352.0,1175.0230515021033
353.0,789.1788456255464
354.0,554.2516590000794
355.0,899.293532282727
356.0,893.8671979505352
357.0,541.7335399570323
358.0,382.0429943089613
359.0,319.705581685816
360.0,208.95727075835836
361.0,133.21920529123295
362.0,73.70806411998022
363.0,19.782164111014275
364.0,0.0
365.0,0.0
366.0,0.0
367.0,0.0
368.0,0.0
369.0,0.0
370.0,0.0
371.0,0.0
372.0,0.0
373.0,0.0
374.0,0.0
375.0,0.0
376.0,0.0
377.0,0.0
378.0,0.0
379.0,0.0
380.0,0.0
381.0,0.0
382.0,0.0
383.0,0.0
384.0,0.0
385.0,0.0
386.0,0.0
387.0,0.0
388.0,0.0
389.0,0.0
390.0,0.0
391.0,0.0
392.0,0.0
393.0,0.0
394.0,0.0
395.0,0.0
396.0,0.0
397.0,0.0
398.0,0.0
399.0,0.0
400.0,0.0
401.0,0.0
402.0,0.0
403.0,0.0
404.0,0.0
405.0,0.0
406.0,0.0
407.0,0.0
408.0,0.0
409.0,0.24436962780395954
410.0,19.378756241144885
411.0,71.86708507855805
412.0,139.93607099729957
413.0,224.27206160008637
414.0,389.6046680365385
415.0,452.193436395386
416.0,680.9361610990685
417.0,804.1313023593437
418.0,819.4096212569918
419.0,887.4054379979705
420.0,1188.8530865117366
421.0,1222.954565341995
422.0,1030.4894587054014
423.0,1324.3991350725776
424.0,1639.7082224292303
425.0,1560.7493940837135
426.0,1538.921660104577
427.0,1624.2767377923594
428.0,1821.5533625276425
429.0,1753.7247528063185
430.0,2000.0
431.0,1939.3665751174683
432.0,1705.5063870669057
433.0,1295.6195552377674
434.0,1677.4114802734525
435.0,1324.8421435911819
436.0,1662.5781021494026
437.0,932.1818890615623
438.0,1024.197681508959
439.0,1624.9666922186439
440.0,1348.2462356896845
441.0,1409.7712167745526
442.0,916.7996132322262
443.0,630.9744879791928
444.0,1513.3298350228654
445.0,1470.1829441924817
446.0,1135.6608906860163
447.0,1257.1594858320962
448.0,667.4167367067081
449.0,1010.8872015092388
450.0,742.3682208042937
451.0,671.7562621011923
452.0,590.831784878514
453.0,323.4393691933712
454.0,264.89551717062534
455.0,217.4603709344551
456.0,138.78262574333533
457.0,50.37634146405553
458.0,20.773737106119867
459.0,0.0
460.0,0.0
461.0,0.0
462.0,0.0
463.0,0.0
464.0,0.0
465.0,0.0
466.0,0.0
467.0,0.0
468.0,0.0
469.0,0.0
470.0,0.0
471.0,0.0
472.0,0.0
473.0,0.0
474.0,0.0
475.0,0.0
476.0,0.0
477.0,0.0
478.0,0.0
479.0,0.0
480.0,0.0
481.0,0.0
482.0,0.0
483.0,0.0
484.0,0.0
485.0,0.0
486.0,0.0
487.0,0.0
488.0,0.0
489.0,0.0
490.0,0.0
491.0,0.0
492.0,0.0
493.0,0.0
494.0,0.0
495.0,0.0
496.0,0.0
497.0,0.0
498.0,0.0
499.0,0.0
500.0,0.0
501.0,0.0
502.0,0.0
503.0,0.0
504.0,0.0
505.0,13.968080626925374
506.0,45.98738333510252
507.0,88.00011058925969
508.0,209.64258903980698
509.0,221.8864341476891
510.0,292.1843356161524
511.0,327.048062784919
512.0,358.4931989100311
513.0,433.16647041279185
514.0,804.7818120201766
515.0,1061.7069137655708
516.0,1131.626914170107
517.0,1112.486250979174
518.0,1347.7928836331707
519.0,1492.1673251652924
520.0,881.2301521673804
521.0,1622.2737702660415
522.0,989.7852032557362
523.0,1552.9689750438306
524.0,1540.990577958022
525.0,1448.8076433896647
526.0,1632.1057685382677
527.0,1890.5077592618354
528.0,1759.6982048332166
529.0,720.4259420791817
530.0,712.8085331513493
531.0,552.0846641917434
532.0,819.1320091131572
533.0,1285.635600554028
534.0,1234.8634543480161
535.0,1569.935343384884
536.0,2000.0
537.0,1816.5093287496786
538.0,949.9399517511644
539.0,1759.468463780372
540.0,1649.7586323580233
541.0,1347.3601819731095
542.0,1045.2840881066986
543.0,659.3636793282275
544.0,1346.9528968979316
545.0,1132.9184480333247
546.0,995.2849777127897
547.0,927.3852848891148
548.0,707.2193667543168
549.0,626.7452893827935
550.0,591.9320234091477
551.0,562.2200496086375
552.0,345.3989524711519
553.0,177.40916719748657
554.0,82.99961682615816
555.0,18.20144849220117
556.0,0.0
557.0,0.0
558.0,0.0
559.0,0.0
560.0,0.0
561.0,0.0
562.0,0.0
563.0,0.0
564.0,0.0
565.0,0.0
566.0,0.0
567.0,0.0
568.0,0.0
569.0,0.0
570.0,0.0
571.0,0.0
572.0,0.0
573.0,0.0
574.0,0.0
575.0,0.0
576.0,0.0
577.0,0.0
578.0,0.0
579.0,0.0
580.0,0.0
581.0,0.0
582.0,0.0
583.0,0.0
584.0,0.0
585.0,0.0
586.0,0.0
587.0,0.0
588.0,0.0
589.0,0.0
590.0,0.0
591.0,0.0
592.0,0.0
593.0,0.0
594.0,0.0
595.0,0.0
596.0,0.0
597.0,0.0
598.0,0.0
599.0,0.0
600.0,0.0
601.0,7.452983352965188
602.0,49.32300871594317
603.0,102.15636572482917
604.0,166.20496159068443
605.0,302.44969157967074
606.0,492.27538625868704
607.0,492.13507719524597
608.0,660.4361864609712
609.0,649.9425906145715
610.0,549.830318387505
611.0,745.9428332918683
612.0,832.546237694894
613.0,927.339497775765
614.0,1248.0226281994376
615.0,1235.6827946340234
616.0,1263.3802303462396
617.0,1303.91831814107
618.0,1192.9042555333185
619.0,1627.479157685043
620.0,1755.2257015977748
621.0,1400.48778625585
622.0,1330.3281310110751
623.0,1350.9752853826608
624.0,885.5360068792115
625.0,1038.9111766062385
626.0,993.8740858277404
627.0,971.2231580777894
628.0,1099.86997693239
629.0,1223.5470583322567
630.0,1521.690110224903
631.0,1443.0437532265817
632.0,1653.2512134030956
633.0,2000.0
634.0,1703.4259382260418
635.0,1216.026791530345
636.0,990.0356839381309
637.0,1322.3182804053272
638.0,1529.6412906880482
639.0,1019.9966645356332
640.0,904.5746000993919
641.0,894.1236961749593
642.0,635.8319167171479
643.0,441.11924697347524
644.0,337.69560570285137
645.0,271.02420381031
646.0,255.8935428692612
647.0,156.81399036073256
648.0,88.83312033166452
649.0,60.12081559987187
650.0,38.46915309852883
651.0,9.723768382125405
652.0,0.0
653.0,0.0
654.0,0.0
655.0,0.0
656.0,0.0
657.0,0.0
658.0,0.0
659.0,0.0
660.0,0.0
661.0,0.0
662.0,0.0
663.0,0.0
664.0,0.0
665.0,0.0
666.0,0.0
667.0,0.0
668.0,0.0
669.0,0.0
670.0,0.0
671.0,0.0
672.0,0.0
